(geometric_representation_context)(global_uncertainty_assigned_context)(global_unit_assigned_context) (1)
ID,context_identifier,context_type,coordinate_space_dimension,uncertainty,units
381,ID1,3,3,(1) uncertainty_measure_with_unit 380,(1) (conversion_based_unit) (plane_angle_unit) 378   (1) (length_unit) (si_unit) 374   (1) (si_unit) (solid_angle_unit) 379
